标题,参考价,京东价,京东链接,产品图片,产品参数,存储容量,硬盘尺寸,接口类型,缓存,读取速度,写入速度,平均寻道时间,平均无故障时间
海康威视C160N M.2（128GB）,139,,,https://2d.zol-img.com.cn/product/196_320x240/599/cejyaB3turDA.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：530MB/s
写入速度：450MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,530MB/s,450MB/s,暂无数据,150万小时
梵想S501（128GB）,139,,,https://2b.zol-img.com.cn/product/213_320x240/369/ceafFG6cOJVRg.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：≤2150MB/s
写入速度：≤1600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,≤2150MB/s,≤1600MB/s,暂无数据,暂无数据
方正N600（128GB）,139,,,https://2d.zol-img.com.cn/product/225_320x240/151/ce5QE32wSu7pg.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1800MB/s
写入速度：600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1800MB/s,600MB/s,暂无数据,暂无数据
幻隐HV2000 GR（256GB）,139,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10131186186560.html,https://2c.zol-img.com.cn/product/271_320x240/948/cebidImfQPd.png,"存储容量：256GB
硬盘尺寸：M2.2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3000MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,M2.2280,M.2 PCIe接口,无缓存,3000MB/s,3000MB/s,暂无数据,暂无数据
幻隐HV2050（256GB）,139,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10124924832845.html,https://2f.zol-img.com.cn/product/271_320x240/227/ceu3tyvYKakFg.png,"存储容量：256GB
硬盘尺寸：M2.2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3500MB/s
写入速度：3000MB
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,M2.2280,M.2 PCIe接口,无缓存,3500MB/s,3000MB,暂无数据,暂无数据
幻隐HV2283 256GB,139,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10080273231843.html,https://2c.zol-img.com.cn/product/259_320x240/524/ceskoquIEbD.png,"存储容量：256GB
硬盘尺寸：M2.2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3000MB/s
写入速度：2400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,M2.2280,M.2 PCIe接口,无缓存,3000MB/s,2400MB/s,暂无数据,暂无数据
Flash War S520（128GB）,145,,,https://2f.zol-img.com.cn/product/203_320x240/169/ceSoasuxkf4vg.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1900MB/s
写入速度：1200MB/s
平均无故障时间：200万小时
平均寻道时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1900MB/s,1200MB/s,暂无数据,200万小时
金胜维NX 2280 256GB,149,129.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10045869122389.html,https://icon.zol-img.com.cn/detail/no_pic/no_320x240.gif,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3200MB/s
写入速度：1600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,无缓存,3200MB/s,1600MB/s,暂无数据,暂无数据
金胜维NX 2242 128GB,149,109.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10061300698340.html,https://2a.zol-img.com.cn/product/260_320x240/740/ceI6reJIxpMqM.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：2200MB/s
写入速度：800MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,无缓存,2200MB/s,800MB/s,暂无数据,暂无数据
金百达KP230（120GB）,149,,,https://2e.zol-img.com.cn/product/229_320x240/256/cejWpEzsiWVw.jpg,"存储容量：120GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：暂无数据
写入速度：暂无数据
平均寻道时间：暂无数据
平均无故障时间：暂无数据",120GB,暂无数据,M.2 PCIe接口,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
酷兽M.2 PCI-E3.0x4（120GB）,149,,,https://2a.zol-img.com.cn/product/225_320x240/782/cel5yszA5WcUk.jpg,"存储容量：120GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：550MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",120GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,550MB/s,暂无数据,暂无数据
腾隐TP3000 256GB,149,125.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10127638667410.html,https://2c.zol-img.com.cn/product/259_320x240/468/cebpc32hvCMB6.jpg,"存储容量：256GB
硬盘尺寸：长22mm；宽2.15mm；高80mm
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3600MB/s
写入速度：3200MB/s
平均无故障时间：320万小时
平均寻道时间：暂无数据",256GB,长22mm；宽2.15mm；高80mm,M.2 PCIe接口,无缓存,3600MB/s,3200MB/s,暂无数据,320万小时
ST-magic SX2513（128GB）,149,,,https://2e.zol-img.com.cn/product/206_320x240/960/ceQgcFYWJ3q2.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2400MB/s
写入速度：1550MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,2400MB/s,1550MB/s,暂无数据,暂无数据
海康威视CC300 256GB,149,129.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10054174067085.html,https://2c.zol-img.com.cn/product/259_320x240/934/ceD0G9QM8WyTY.png,"存储容量：256GB
硬盘尺寸：M.2 2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：2280MB/s
写入速度：1800MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",256GB,M.2 2280,M.2 PCIe接口,无缓存,2280MB/s,1800MB/s,暂无数据,150万小时
台电稳影 M.2（256GB）,149,,,https://2f.zol-img.com.cn/product/225_320x240/75/cerhGsrPk6iIM.jpg,"存储容量：256GB
硬盘尺寸：1.8英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：1200MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,1.8英寸,M.2 PCIe接口,暂无数据,1500MB/s,1200MB/s,暂无数据,暂无数据
朗科绝影N930E PRO（128GB）,155,99.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100008356391.html,https://2b.zol-img.com.cn/product/207_320x240/821/ceaH1ZpTHZE.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1591MB/s
写入速度：596MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1591MB/s,596MB/s,暂无数据,暂无数据
台电稳影300A 256GB,155,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100085748622.html,https://2a.zol-img.com.cn/product/260_320x240/8/ceHcS0B9mXaMA.png,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3200MB/s
写入速度：2800MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,无缓存,3200MB/s,2800MB/s,暂无数据,暂无数据
铭瑄 电竞之心 M.2（256GB）,155,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100090508394.html,https://2e.zol-img.com.cn/product/226_320x240/18/ceiEtGiok0EVA.png,"存储容量：256GB
硬盘尺寸：1.8英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：1350MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,1.8英寸,M.2 PCIe接口,暂无数据,3500MB/s,1350MB/s,暂无数据,暂无数据
台电疾霆 NP300（256GB）,155,,,https://2e.zol-img.com.cn/product/227_320x240/870/ceRh6b1y24Edw.png,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：1350MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,1350MB/s,暂无数据,暂无数据
士必得P8 M.2 NVME（120GB）,155,,,https://2c.zol-img.com.cn/product/208_320x240/260/ceXY1mPwz3HnE.jpg,"存储容量：120GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1700MB/s
写入速度：960MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",120GB,暂无数据,M.2 PCIe接口,暂无数据,1700MB/s,960MB/s,暂无数据,暂无数据
长城GW3300（512GB）,158,205.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100059649344.html,https://2a.zol-img.com.cn/product/250_320x240/726/ceYrevA60XXo.jpg,"存储容量：512GB
硬盘尺寸：长80mm；宽22mm；高2.25mm
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3300MB/s
写入速度：1800MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",512GB,长80mm；宽22mm；高2.25mm,M.2 PCIe接口,无缓存,3300MB/s,1800MB/s,暂无数据,150万小时
ahseck PM991A（128GB）,159,159.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10076006886377.html,https://2f.zol-img.com.cn/product/268_320x240/849/ce9BP80fDnCaE.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe 3.0接口（2230）
缓存：暂无数据
读取速度：1750MB/s
写入速度：1300MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe 3.0接口（2230）,暂无数据,1750MB/s,1300MB/s,暂无数据,暂无数据
Colorful CN600（120GB）,159,,,https://2e.zol-img.com.cn/product/222_320x240/456/ceQem3asrQzkw.png,"存储容量：120GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：680MB/s
写入速度：370MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",120GB,暂无数据,M.2 PCIe接口,暂无数据,680MB/s,370MB/s,暂无数据,暂无数据
Colorful CN600（128GB）,159,99.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100004898711.html,https://2c.zol-img.com.cn/product/222_320x240/454/cePiKisHsKqc.png,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：500MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,500MB/s,暂无数据,150万小时
台电幻影NP900（128GB）,159,119.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/34658748456.html,https://2f.zol-img.com.cn/product/225_320x240/437/ced12xcSIDQ9Q.png,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：630MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,630MB/s,暂无数据,暂无数据
梵想SP510（250GB）,159,159.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10116509143536.html,https://2b.zol-img.com.cn/product/270_320x240/877/ceQCRLB8MXoR6.jpg,"存储容量：256GB
硬盘尺寸：2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3500MB/s
写入速度：3250MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",256GB,2280,M.2 PCIe接口,无缓存,3500MB/s,3250MB/s,暂无数据,150万小时
格兰达Q320 M.2（120GB）,159,,,https://2f.zol-img.com.cn/product/200_320x240/527/ceJWf1SVtVY6.jpg,"存储容量：120GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：490MB/s
写入速度：460MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",120GB,暂无数据,M.2 PCIe接口,暂无数据,490MB/s,460MB/s,暂无数据,暂无数据
幻隐HV2000 NVMe PCIe（256GB）,159,169.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059533132024.html,https://2e.zol-img.com.cn/product/225_320x240/624/cekTyVeSRlGB.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2100MB/s
写入速度：1600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,2100MB/s,1600MB/s,暂无数据,暂无数据
铭瑄 复仇者 NM6（128GB）,159,,,https://2c.zol-img.com.cn/product/225_320x240/874/cebri7k6O1jvA.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：630MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,630MB/s,暂无数据,暂无数据
金泰克P650（128GB）,165,,,https://2d.zol-img.com.cn/product/225_320x240/169/ceGetvOti98ks.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：430MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,430MB/s,暂无数据,暂无数据
士必得P8 M.2 NVME（128GB）,167,,,https://2d.zol-img.com.cn/product/208_320x240/339/ceMm3ssfcYISE.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1700MB/s
写入速度：960MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1700MB/s,960MB/s,暂无数据,暂无数据
金速KF002（128GB）,169,,,https://2f.zol-img.com.cn/product/202_320x240/603/cecfKdS8ewBCM.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1600MB/s
写入速度：580MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1600MB/s,580MB/s,暂无数据,暂无数据
威刚LEGEND 710（256GB）,169,169.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100151716533.html,https://2f.zol-img.com.cn/product/271_320x240/9/ceepAOH6i5eH2.png,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：2100MB/s
写入速度：1000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,无缓存,2100MB/s,1000MB/s,暂无数据,暂无数据
长城GT34（256GB）,169,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10067571071894.html,https://2b.zol-img.com.cn/product/232_320x240/353/ceSPTCm7SUfZQ.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3300MB/s
写入速度：1350MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,3300MB/s,1350MB/s,暂无数据,暂无数据
金百达KP230 Pro（512GB）,169,,,https://2a.zol-img.com.cn/product/238_320x240/802/cee11YsquSYq6.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：512MB
读取速度：3500MB/s
写入速度：2700MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,512MB,3500MB/s,2700MB/s,暂无数据,暂无数据
星舞P200（256GB）,169,,,https://2e.zol-img.com.cn/product/203_320x240/526/ceEARnmf1LmtI.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1000MB/s
写入速度：500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1000MB/s,500MB/s,暂无数据,暂无数据
Winconway T300（128GB）,169,,,https://2b.zol-img.com.cn/product/203_320x240/621/ceZgrUUXQtwI.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：350MB/s
写入速度：280MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,350MB/s,280MB/s,暂无数据,150万小时
梵想S500（256GB ）,169,125.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10037151189217.html,https://2f.zol-img.com.cn/product/222_320x240/623/ce84O2F6DNWfg.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2100MB/s
写入速度：1800MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,2100MB/s,1800MB/s,暂无数据,暂无数据
创见MTE110S（128GB）,169,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/71815615242.html,https://2c.zol-img.com.cn/product/225_320x240/162/ceSDjFHvZ8XZg.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1600MB/s
写入速度：400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",128GB,暂无数据,M.2 PCIe接口,暂无数据,1600MB/s,400MB/s,暂无数据,暂无数据
aigo（爱国者）P3500 256GB,169,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10071083286068.html,https://2c.zol-img.com.cn/product/227_320x240/922/ceHUaxx4NLiY.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：1300MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,1300MB/s,暂无数据,暂无数据
