标题,参考价,京东价
金邦巨蟹 RGB DDR5 6000 32GB（2×16GB）,689,649
金邦巨蟹 RGB DDR5 6000 24GB,399,439
金邦巨蟹 DDR5 6400 64GB（2×32GB）,1498,1399
金邦巨蟹 DDR5 6400 48GB（2×24GB）,849,929
影驰HOF OC Lab 幻迹S DDR5 6200 32GB(16GBx2),1149,
威刚XPG 龙耀 D300G DDR5 6400 32GB(16GBx2) 酷黑,1089,849
威刚XPG 龙耀 D500G DDR5 7200 32GB(16GBx2),1479,1058
影驰HOF PRO DDR5 8000 32GB(16GBx2),2999,1099
光威天策S系列 DDR5 4800 笔记本 16GB,249,
光威神策系列 DDR5 7000 32GB(16GB×2),849,879
Gloway（光威）神武RGB系列 DDR5 6400 32GB(16GB×2) 海力士M-die,739,669
光威神策RGB系列 DDR5 6400 32GB(16GB×2),819,799
光威神策RGB系列 DDR5 6400 96GB(48GB×2) 海力士M-die,2699,
Acer宏碁 Vesta II 炫光星舰 DDR5 6800 C34 32GB(16GB×2),879,799
金士顿FURY 叛逆者Renegade DDR5 6800 32GB(16GBx2) 白色RGB款,1699,
金士顿FURY 叛逆者Renegade DDR5 7200 16GB,799,
美商海盗船复仇者 RGB SL DDR5 6400 32GB(16GBx2),949,899
七彩虹战斧 32GB(16Gx2) DDR5 5600,579,904
金士顿32GB DDR5 5200台式机内存条,759,
美商海盗船统治者泰坦RGB 64GB(32Gx2) DDR5 6000,2449,
美商海盗船统治者泰坦RGB 32GB(16Gx2) DDR5 6000,1399,1329
长城马甲条 16GB(8G*2)  DDR4 3600,229,179
Acer宏碁 Hermes冰刃系列 48G(24G×2) DDR5 7200 C36,1999,
长城32GB DDR4 3200MHz,379,309
酷兽夜枭 8GB DDR4 3600,109,79
酷兽48GB DDR5 6400,969,
酷兽48GB DDR5 5600 笔记本内存条,799,969
玖合8GB DDR5 4800 笔记本内存条,148,149
金士顿叛逆者Renegade 16GB DDR5 6000,699,
玖合8GB DDR5 5600 笔记本内存条,152,
十铨科技EXPERT 64G(32G*2) DDR5 6000,1439,1399
玖合星辰  32GB(16GBx2) DDR4 3200,339,
十铨科技幻镜 16G(8G*2) C14 DDR4 3600,1179,
十铨科技EXPERT 32G(16G*2) DDR5 6000,979,699
先锋冰锋系列 8GB*2 DDR4 3600,179,
十铨科技DELTA RGB 96G(48G*2) DDR5 6800,3999,
先锋冰锋系列 8GB DDR4 2666,79,
先锋32GB DDR4 3200 笔记本内存条,309,
先锋冰锋系列 16GB DDR4 2666,159,
英睿达32GB DDR5 4800 笔记本内存条,569,559
英睿达48GB（24GB×2）DDR5 5600 笔记本内存条,899,799
金士顿FURY Beast 64GB（2×32GB）DDR5 5600 RGB白色款,1699,
英睿达64GB（2×32GB）DDR5 5200 笔记本内存条,1299,2599
玖合星耀海力士 32GB（2×16GB）DDR5 6000,639,
玖合星耀海力士 16GB（2×8GB）DDR5 6000,309,
七彩虹战斧 赤焰 16GB（2×8GB）DDR4 4000,299,
skic 16g ddr4 2666 ecc 16g ddr4 2666 ecc,529,529
译嘉三星ddr4 32g 3200 ddr4 3200 32g 笔记本内存,899,489
micrmt 128g ddr4 2933 128g ddr4 2933,6999,6999
美商海盗船复仇者 32GB（2×16GB）DDR5 7000,1849,
美商海盗船复仇者 32GB（2×16GB）DDR5 6200,1299,
美商海盗船复仇者 16GB DDR5 6200,689,
美商海盗船复仇者RGB 2×32GB DDR4 3600吹雪联名款,9799,
美商海盗船复仇者 64GB（2×32GB）DDR5 5200,1799,1299
美商海盗船复仇者RGB 8×32GB DDR4 3200吹雪联名款,9799,
美商海盗船复仇者RGB 2×16GB DDR4 3600吹雪联名款,1099,
美商海盗船复仇者RGB 2×32GB DDR4 3200吹雪联名款,9799,
美商海盗船复仇者RGB RS 2×32GB D4 3200,2059,
美商海盗船复仇者RGB RS 8GB D4 3200,275,
美商海盗船复仇者RGB RS 2×8GB D4 3200,629,
美商海盗船复仇者RGB SL 2×32GB DDR4 3600,9799,
美商海盗船复仇者RGB SL 8×32GB DDR4 3600,9799,
美商海盗船复仇者RGB SL 16GB DDR4 3600,9799,
美商海盗船复仇者RGB SL 2×16GB D4 3200,999,
美商海盗船复仇者RGB SL 2×32GB D4 3200,9799,
美商海盗船复仇者RGB SL 8×32GB D4 3200,9799,
美商海盗船复仇者RGB SL 16GB D4 3200,9799,
美商海盗船复仇者 RGB PRO 2×8GB DDR4 3000,9799,
美商海盗船复仇者 PRO 2×16GB DDR4 4000,1179,
美商海盗船复仇者 RGB PRO 2×16GB DDR4 3600,979,599
美商海盗船复仇者 RGB PRO DDR4 2×32GB 3600,1879,
USCorsair（美商海盗船）复仇者 RGB PRO DDR4 3600 8×32GB,9799,
威刚龙耀LANCER RGB 2×16GB DDR5 5200,1699,
美商海盗船复仇者LPX 2×8GB DDR4 2666,409,
技嘉AORUS 32GB（2×16GB）DDR5 5200,1399,
金士顿32GB（2×16GB）DDR5 4800（KVR48U40BS8K2-32）,3699,
科赋16GB DDR5 4800,849,
影驰GAMER RGB 16GB（2×8GB）DDR5 5600,1899,
玖合忆界 8GB DDR4 3200,189,86
紫光藏刃 8GB DDR4 3600（台式机）,299,
雷克沙战神之铠ARES OC DDR5 4800 16GB,1599,
朗科越影 32GB（2×16GB）DDR4 3200,759,279
雷克沙Hades RGB 16GB（2×8GB）DDR4 3600,529,
雷克沙Hades RGB 32GB（2×16GB）DDR4 3600,969,
英睿达Ballistix铂胜游戏 16GB（2×8GB）DDR4 3000（BL2K8G30C15U4B）,479,
金泰克战虎Z3 32GB（2×16GB）DDR4 3600,1289,
英睿达Ballistix铂胜 RGB 16GB（2×8GB）DDR4 3200（BL2K8G32C16U4WL）,579,
海盗船复仇者RGB RS 32GB（2×16GB）DDR4 3600（CMG32GX4M2D3600C18）,1179,
海盗船复仇者RGB RS 32GB（2×16GB）DDR4 3200（CMG32GX4M2E3200C16）,1079,
英睿达Ballistix铂胜游戏 16GB（2×8GB）DDR4 3600（BL2K8G36C16U4B）,539,
铨兴4GB DDR4 2666（笔记本）,109,59
铨兴16GB DDR4 3200（台式机）,419,139
铨兴16GB DDR4 2666（笔记本）,389,128
索奈特8GB DDR3 1600（台式机）,140,32
铨兴8GB DDR4 3200（台式机）,199,84
索奈特8GB DDR4 2666（笔记本）,178,65
亿储8GB DDR4 3200,245,
七彩虹捍卫者 16GB（2×8GB）DDR4 3200,639,179
七彩虹iGame Vulcan 16GB（2×8GB） DDR4 4000,985,339
朗科越影 16GB DDR4 2666,429,
朗科越影 8GB DDR4 3000,219,
亿储16GB DDR4 2666,439,
雷克沙8GB DDR4 3200（笔记本）,220,109
芝奇皇家戟 32GB（2×16GB）DDR4 3600（F4-3600C18D-16GTRG）,1620,
HP V10 RGB 16GB（2×8GB）DDR4 3600,799,
影驰金属大师 8GB DDR4 3000,289,
金邦锐速 32GB（2×16GB）DDR4 3200,1198,
金邦锐速 16GB DDR4 2666,589,
光威深渊 16GB（2×8GB）DDR4 3600,679,
光威弈Pro 16GB DDR4 3000马甲条,499,
威刚XPG Z1 32GB DDR4 3000,1409,829
铭瑄 复仇者M3 8GB DDR4 3200,299,
光威天策 16GB DDR4 3000,449,
光威TYPE-a 16GB DDR4 3200,479,
金邦极光SUPER LUCE RGB SYNC TUF Gaming Alliance 32GB（2x16GB）DDR4 3200,2499,
英睿达铂胜游戏 8GB DDR4 2666,279,
科赋16GB（2×8GB）DDR4 2666（台式机）,369,
Acer 掠夺者 Apollo 32GB（2×16GB）DDR4 3600 B-Die颗粒,2569,
Acer 掠夺者 Apollo 32GB（2×16GB）DDR4 3600,1559,
Acer 掠夺者 Apollo 32GB（2×16GB）DDR4 3600 C14 B-Die颗粒,2849,
Acer 掠夺者 Apollo 16GB（2×8GB）DDR4 3600 C14 B-Die颗粒,1519,
Acer 掠夺者 Talos 8GB DDR4 3200,309,
宇瞻经典普条 DDR4 2666 8GB,299,
七彩虹捍卫者 16GB DDR4 3200,599,
Team 引领者 EXPERT DDR4 OC10L 32GB（16GB×2）3600,1031,
Team 引领者 EXPERT DDR4 OC10L 16GB（8GB×2）3600,522,
七彩虹捍卫者 8GB DDR4 2666,299,
七彩虹战斧 8GB DDR4 3000 新马甲条,199,
七彩虹战斧 8GB DDR4 2666 新马甲条,189,
光威血影 16GB（2×8GB）DDR4 3600,559,
昱联16GB DDR4 4000 RGB灯条,699,
金泰克骁帅 8GB DDR4 3000,249,
七彩虹战斧 16GB DDR4 2666 新马甲条,389,
美商海盗船复仇者LPX 灰色 32GB（2×16GB）DDR4 3200,1199,
金泰克骁帅 8GB DDR4 2666,189,
美商海盗船复仇者LPX 灰色 16GB DDR4 3200,599,
美商海盗船复仇者LPX 灰色 8GB DDR4 3200,319,
美商海盗船复仇者LPX 灰色 16GB（2×8GB）DDR4 3200,639,
科赋BOLT X 8GB DDR4 3200 马甲条,299,
铭瑄 终结者Q3 32GB（2×16GB）DDR4 3200,959,
科赋BOLT X 8GB DDR4 3600 马甲条,319,
光威战将 32GB DDR4 2666（笔记本）,760,299
阿斯加特洛极T2 16GB（2×8GB）DDR4 3600,479,
阿斯加特黑骑士V1 32GB（2×16GB）DDR4 3600,1199,
紫光御紫 16GB（2×8GB）DDR4 3200,439,
酷兽剑齿虎 16GB（2×8GB）DDR4 3600 RGB,499,269
海康威视16GB（2×8GB）DDR4 2666（台式机）,469,
瑞势天狼 16GB DDR4 2666,1999,
瑞势天狼 8GB DDR4 2666,319,
海康威视8GB DDR4 2666（台式机）,235,
瑞势金刚狼 16GB（2×8GB）DDR4 2400,329,
台电极光系列 A40 16GB（2×8GB）DDR4 3200,389,
科赋Cras X 32GB（2×16GB）DDR4 4000,1499,
技宏天河 16GB DDR3 1600,999,
酷兽夜枭 8GB DDR4 3200,229,89
技宏天河 8GB DDR3 1600,199,
技嘉16GB（2×8GB）DDR4 2666,669,
技嘉AORUS 16GB（2×8GB）DDR4 4400,1899,
BORY 8GB DDR4 2666,169,
科赋Cras X 16GB（2×8GB）DDR4 4000,1019,
芝奇Sniper X 16GB（2×8GB）DDR4 3600（F4-3600C19D-16GSXWB）,699,
雷神8GB DDR4 2933（笔记本）,329,
科赋Cras X 16GB（2×8GB）DDR4 3600,729,
科赋Cras X 32GB（2×16GB）DDR4 3600,1329,
芝奇Ripjaws V 8GB DDR4 3200（F4-3200C16S-8GVKB）,229,
科赋8GB DDR4 2666（台式机）,279,
影驰GAMER BLUE 16GB（2×8GB）DDR4 3200,599,
影驰GAMER BLUE 8GB DDR4 2666,299,
光威TYPE-a 32GB DDR4 2666,719,
威刚XPG-Z1威龙 16GB（2×8GB）DDR4 4133,909,
光威TYPE-a 16GB DDR4 2666,430,
光威战将 16GB DDR4 3000,349,
方正16GB DDR4 2666（台式机）,439,
海盗船复仇者LPX 16GB（2×8GB）DDR4 4000,989,
HP S1 4GB DDR4 2666,139,
雷克沙16GB DDR4 2666（台式机）,299,
影驰4GB DDR4 2666（台式机）,119,
昱联8GB DDR4 2666（台式机）,259,
宇瞻4GB DDR4 2666（笔记本）,129,
联想32GB DDR4 2666（笔记本）,1379,
宇瞻16GB（2×8GB）DDR4 3200 暗黑女神RGB灯条,649,
枭鲸16GB DDR4 3200 电竞版,439,
Team Elite 8GB DDR4 3200,199,
Team Elite 16GB DDR4 3200,419,
枭鲸8GB DDR4 2400（台式机）,199,
Team 火神 8GB DDR4 2666（笔记本）,229,
Team 火神系列 32GB DDR4 3200,1009,
台电极光系列 A40 16GB DDR4 2666,459,
玖合32GB(16G×2)  DDR4 3200,998,
光威弈Pro 8GB DDR4 3000,240,
HP S1 8GB DDR4 2666,269,
威刚XPG-威龙D10G 16GB DDR4 2666,539,
玖合32GB DDR4 3200,799,
玖合32GB DDR4 3600,899,
影驰星曜 8GB DDR4 3600,339,
先锋16GB DDR4 2666,499,
精亿DX 8G DDR4 2800,175,
影驰HOF OC LAB DDR4-4600（2×8GB）,2999,
苹果DDR4 2666 16GB,2934,
影驰HOF OC LAB DDR4-4400（2×8GB）,2499,
金邦EVO-X RGB幻彩系列 16GB DDR4 3200,719,
金邦狂速超频 EVO-POTENZA 8GB DDR4 3200,279,
科赋BOLT 雷霆 16GB DDR4 2666,499,
记忆科技16GB DDR4 2666,509,
星辰聚8GB DDR4 1600,159,
骏士8GB DDR4 2400,209,
金士泰8GB DDR3 1600,245,
骏士4GB DDR3 1600,89,
金胜维16GB DDR3 1600,999,
七彩虹iGame 8GB DDR4 3000,309,
辛士达4GB DDR4 2400,139,
七彩虹iGame 8GB DDR4 3200,329,
海力士16GB DDR4 2133（笔记本）,655,
玖合星辰 16GB DDR4 2133,399,
影驰HOF OC LAB 极光 16GB DDR4 3600,1099,
BORY 8GB DDR3 1600 马甲条（8Gx2）,318,
ZTSZ 8G DDR4 2400,299,
毕伟4GB DDR4 2133,83,
光威战将 8GB DDR4 2400（笔记本）,229,
芝奇Sniper X 8GB DDR4 3600,549,
金邦4GB DDR4 2400,229,
光威战将 8GB DDR4 2666,199,
金泰克X3 8GB DDR4 3600,425,
科赋DDR3 1600 4GB,129,
超频三战神Ares 16GB DDR4 2400,888,
协德海力士芯片 4GB DDR4 2400（笔记本）,199,
芝奇Ripjaws 2400 16GB（F4-2400C16S-16GRS）,599,
芝奇皇家戟 RGB 16GB DDR4 3000（F4-3000C16D-16GTRG）,1199,
酷兽16GB DDR4 2133（台式机）,369,
宏想16GB DDR4 2666（笔记本）,479,
光威TYPE-α 8GB DDR4 2666,179,269
宏想16GB DDR4 2666（台式机）,459,
创见DDR4 2666 4GB（台式机）,199,
协德16GB DDR4 2666 PC4,449,99
宇瞻NOX 暗黑女神 8G DDR4  2400,349,
宇瞻突击队 8G DDR4 2800,399,
魅光黑战MT 16G 2400,480,
瑾宇DDR3 1600 8GB（仅支持AMD平台主板）,98,
瑾宇DDR2 667 4GB（仅支持AMD平台主板）,69,
金百达黑爵 8GB DDR4 2400,199,
威刚万紫千红 4GB DDR4 2666（笔记本）,229,
金泰克4GB DDR3L 1600（笔记本）,189,128
金百达4GB DDR4 2400,209,
金百达8GB DDR3L 1600（笔记本）,289,
威刚XPG龙耀D41 RGB 8GB DDR4 3000,329,
海力士4GB DDR3 1600（笔记本）,155,
宇瞻黑豹 8GB DDR4 2666,229,
海力士8GB DDR3L 1600（笔记本）,359,
玖合精工系列8GB DDR4 3200,509,
玖合4GB DDR4 2400,119,
威刚XPG Z1 16GB（2×8GB）DDR4 3000,639,
台电RGB P70 8GB DDR4 2400,239,
金邦锐速 8GB DDR4 2400,299,
海盗船复仇者16GB DDR4 2400（笔记本）,1099,
光威TYPE-a 4GB DDR4 2400,198,
威刚万紫千红 8GB DDR4 2400（笔记本）,349,
影驰HOF II 16GB DDR4 3600套装,1399,
铭瑄 复仇者M3 8GB DDR4 2400,265,
台电极速S10 DDR3 1600（8GB）,189,
台电极速S10 DDR3 1600（4GB）,229,
阿斯加特洛极 16GB DDR4 2400,549,
英睿达铂胜运动 LT 16GB DDR4 2400（BLS16G4D240）,1299,
金泰克X3 8GB DDR4 2400,379,
芝奇Trident Z RGB 16GB DDR4 4266（F4-4266C19D-16GTZR）,1848,
台电极光A30 DDR4 2400（16GB）,1299,
英睿达铂胜运动8GB DDR3 1866（BLS8G3D18ADS3）,558,
金士顿骇客神条Impact 8GB DDR3L 2133（HX321LS11IB2K2/8）,679,
英睿达4GB DDR3 1600（CT51264BA160BJ）,158,
英睿达8GB DDR3L 1866（CT102464BF186D）,618,
英睿达铂胜Elite 16GB DDR4 2666,1488,
英睿达铂胜TACTICA 8GB DDR4 3000,649,
英睿达铂胜智能 8GB DDR4 2666,718,
英睿达铂胜运动 8GB DDR4 2400,618,
现代8GB DDR4 2400,419,
科赋8GB DDR4 2400,539,
金士顿系统指定内存 16GB DDR4 2133（KCP421SD8/16）,1599,
现代4GB DDR4 2400,219,
金鹏城8GB DDR4 2400,520,
海盗船复仇者RGB 32GB DDR4 3000（CMR32GX4M4C3000C15）,2599,
阿斯加特雷赤ZG 16GB DDR4 2400,759,
光威8GB DDR4 2133（M14B327250）,329,
金泰克X3 Pro 16GB DDR4 2666,1399,
Team 16GB DDR4 2400（TED416G2400C1601）,429,
Team 火神Vulcan 16GB DDR4 2400（TLRED416G2400HC14DC01）,1599,
海盗船统治者铂金 64GB DDR4 3000（CMD64GX4M4C3000C15）,5999,
威刚XPG威龙 16GB DDR4 2400,1699,
光威4GB DDR4 2133,399,
影驰HOF 16GB DDR4 4000,899,
海盗船复仇者LPX 4GB DDR4 2400,849,
Team 16GB DDR4 2133（TED416G2133C15BK）,1199,
金邦千禧条 8GB DDR4 2400 C15,315,
金士顿骇客神条FURY 32GB DDR4 2666（HX426C15FBK4/32）,1169,
威士奇 4GB DDR3 1600,155,
海盗船复仇者LPX 32GB DDR4 2400（CMK32GX4M2A2400C14）,1399,
光威战将笔记本 8GB DDR3 1333,200,
酷兽8GB DDR3 1600台式机内存条,179,
Team 冥神Dark 8GB DDR3 1600,359,
金士顿骇客神条Impact 4GB DDR4 2400（HX424S14IB/4）,209,
Team 8GB DDR3 1333（TED38G1333C9-SBK）,299,
Team 火神Vulcan 16GB DDR3 1600,699,
Team 8GB DDR3 1600（TED38G1600C11BK）,289,
Team 火神Vulcan 16GB DDR3 2400,649,
金士顿骇客神条FURY 32GB DDR4 2400（HX424C15FBK4/32）,2999,
海盗船复仇者Pro 8GB DDR3 2666（CMY8GX3M2A2666C12R）,799,
芝奇Ripjaws V 16GB DDR4 2400（F4-2400C15D-16GVR）,729,
光威悍将 8GB DDR4 2400（单条）,169,
金士顿HyperX Savage 16GB DDR4 2800（HX428C14SBK2/16）,1099,
光威悍将 8GB DDR4 2400（套装）,369,
影驰HOF 8GB DDR3 2400,499,
海盗船统治者铂金 16GB DDR4 2800（CMD16GX4M4A2800C16）,2099,
影驰GAMER 16GB DDR3 2400,850,
海盗船复仇者Pro 16GB DDR3 2666（CMY16GX3M2A2666C12R）,1699,
海盗船统治者铂金 16GB DDR3 2666 （CMD16GX3M2A2666C12）,1099,
光威战将台式机 8GB DDR3 1866,499,
英睿达8GB DDR3 1600（CT102464BF160B）,338,
光威战将笔记本 8GB DDR3 1600,349,
金士顿Predator 16GB DDR4 2666（HX426C13PBK4/16）,1299,
金士顿骇客神条Impact 8GB DDR3 1600（HX316LS9IBK2/8）,629,
威刚16GB DDR4 2133G（AX4U2133W4G15-QRZ）,1399,
国惠游戏内存 8GB DDR3 1600,540,
国惠8GB DDR3 1600,470,
海盗船8GB DDR3 1600（CMY8GX3M2A1600C9R）,599,
光威战将台式机 4GB DDR3 1600,229,
宇瞻黑豹玩家 16GB DDR3 1600,1099,
金邦千禧条 8GB DDR3 1600,360,91
南亚易胜4GB DDR3 1600,198,
金士顿骇客神条Beast 8GB DDR3 1866（KHX18C9T3K2/8X）,649,
金士顿龙年限量版 4GB DDR3 1600（KHX1600C9D3B1R/4G）,169,
南亚易胜4GB DDR3 1333,130,
金士顿HyperX 6GB DDR3 2000（KHX2000C9AD3T1K3/6GX）,814,
雷克沙Ares战神之翼 DDR5 6800 48GB(24GB×2) 黑色,1249,1189
金邦千禧条 4GB DDR3 1333,136,
昱联4GB DDR3 1333（VLA302G08-EDJ）,134,
雷克沙Ares战神之翼 DDR5 7200 32GB(16GB×2) 银色,849,849
雷克沙Ares战神之翼 DDR5 6400 32GB(16GB×2) C30 银色,799,869
雷克沙Ares战神之翼 DDR5 6800 32GB(16GB×2) 银色,799,839
景讯欣SU3D 16GB DDR4 2666笔记本内存,299,
美商海盗船复仇者 RGB DDR5 6600 32GB（2×16GB）,979,979
美商海盗船复仇者 RGB DDR5 6800 32GB（2×16GB）,1199,
美商海盗船复仇者 DDR5 6800 32GB（2×16GB）,979,
美商海盗船复仇者 DDR5 6400 32GB（2×16GB）C32,839,839
美商海盗船复仇者 RGB DDR5 6400 16GB,449,
美商海盗船统治者铂金 RGB DDR5 6800 64GB（2×32GB）,2399,
美商海盗船统治者铂金 RGB DDR5 6600 64GB（2×32GB）,2199,2249
美商海盗船统治者铂金 RGB DDR5 5600 64GB（2×32GB）,1699,1799
美商海盗船统治者铂金 RGB DDR5 6200 32GB（2×16GB）,1199,1199
美商海盗船统治者铂金 RGB DDR5 6000 32GB（2×16GB）C30,1199,
美商海盗船统治者铂金 RGB DDR5 6000 64GB（2×32GB）C40,1899,1949
美商海盗船复仇者 RGB SL DDR5 6000 32GB,799,
美商海盗船复仇者 RGB SL DDR5 6800 32GB,1049,
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 7200 32GB（2×16GB）,1159,
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6800 32GB（2×16GB）,1139,999
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6800 32GB,1049,
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6800 64GB（2×32GB）,1999,
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6400 64GB（2×32GB）,1799,
光威神武RGB系列 DDR5 7000 16GB×2,859,1899
金邦千禧 DDR5 5600 32GB,549,549
金邦千禧 DDR5 5600 16GB,249,239
金邦千禧 笔记本内存 DDR4 3200 8GB,99,99
金邦千禧 DDR5 5600 24GB,299,369
金邦千禧 笔记本内存 DDR4 2666 4GB,69,69
金邦千禧 笔记本内存 DDR4 2666 16GB,149,149
金邦千禧 笔记本内存 DDR4 2666 16GB（2×8GB）,155,155
金邦千禧 笔记本内存 DDR5 5200 32GB（2×16GB）,439,478
金邦千禧 笔记本内存 DDR5 5600 48GB（2×24GB）,749,749
金邦千禧 笔记本内存 DDR5 5200 16GB（2×8GB）,338,
金邦千禧 笔记本内存 DDR5 5600 32GB（2×16GB）,509,479
金邦千禧 笔记本内存 DDR5 5600 32GB,599,549
金邦千禧 笔记本内存 DDR5 5600 24GB,379,369
金邦千禧 笔记本内存 DDR5 5600 8GB,179,179
金邦千禧 笔记本内存 DDR5 5200 32GB,549,549
金邦千禧 笔记本内存 DDR5 5200 16GB,239,239
金邦千禧 笔记本内存 DDR5 4800 32GB（2×16GB）,439,399
金士顿FURY Impact风暴 DDR5 4800 8GB,369,198
金邦千禧 笔记本内存 DDR5 4800 32GB,549,549
tigo（金泰克）速虎 T4 DDR5 6000 32GB,699,
科赋FIT V DDR5 6400 32GB（2×16GB）,799,799
科赋FIT V DDR5 6000 32GB（2×16GB）,699,629
金泰克速虎 武曲星 DDR5 6400 32GB,699,
金泰克速虎 T4 DDR5 6400 32GB,739,
金泰克速虎 白月光 DDR5 6400 16GB,369,
十铨科技XTREEM玄镜 DDR5 7600 48GB（2×24GB）,1859,
十铨科技VULCAN火神 DDR5 6000 16GB,369,289
十铨科技XTREEM玄镜 DDR5 7600 32GB（2×16GB）,1659,
十铨科技XTREEM玄镜 DDR5 7200 48GB（2×24GB）,1759,1499
十铨科技XTREEM玄镜 DDR5 7200 32GB（2×16GB）,1439,999
十铨科技XTREEM幻镜 DDR5 7600 48GB（2×24GB）,1999,
十铨科技XTREEM幻镜 DDR5 7200 48GB（2×24GB）,1899,1499
十铨科技XTREEM幻镜 DDR5 7200 32GB（2×16GB）,1599,
十铨科技XTREEM幻镜 DDR5 7600 32GB（2×16GB）,1699,
金士顿FURY Beast超级野兽 RGB DDR5 6800 32GB（2×16GB）黑,1499,
阿斯加特雷神索尔 DDR5 7600 32GB（2×16GB）,929,1199
来酷32GB（16GB*2） DDR5 6000台式机内存,699,469
竹典DDR4 3200戴尔笔记本内存条 8GB,148,155
竹典DDR4 3200戴尔笔记本内存条 16GB,292,295
竹典DDR4 2400戴尔笔记本内存条 16GB,292,295
竹典DDR4 2666戴尔笔记本内存条 16GB,292,295
竹典DDR4 2400戴尔笔记本内存条 4GB,85,95
竹典DDR4 2400戴尔笔记本内存条 8GB,148,155
竹典DDR4 2666戴尔笔记本内存条 8GB,148,139
海力士8GB DDR4 2666台式机内存,129,105
竹典DDR4 2666戴尔笔记本内存条 4GB,85,95
挚科白鸽 DDR5 7200 32GB（2×16GB）,899,
挚科白鸽 DDR5 8000 32GB（2×16GB）,1999,
挚科白鸽 DDR5 7800 32GB（2×16GB）,1699,
挚科白鸽 DDR5 6400 64GB（2×32GB）,1799,
挚科琉光 DDR5 7600 32GB（2×16GB）,1699,
挚科琉光 DDR5 8000 32GB（2×16GB）,2699,
挚科琉光 DDR5 7200 48GB（2×24GB）,1799,
挚科琉光 DDR5 6800 48GB（2×24GB）,1499,
挚科琉光 DDR5 7200 32GB（2×16GB）,899,
宏碁掠夺者Hermes冰刃系列 DDR5 7600 32GB（2×16GB）,2499,
挚科琉光 DDR5 6800 32GB（2×16GB）,799,
竹典8GB DDR3 1333台式机内存1.5v标压,79,75
竹典8GB DDR3 1333台式机内存1.35v低电压,79,88
竹典2GB DDR3 1333台式机内存1.5v标压,43,48
竹典4GB DDR3 1333台式机内存1.5v标压,52,58
竹典2GB DDR3 1333台式机内存1.35v低电压,43,48
竹典8GB DDR3 1600台式机内存1.5v低电压,43,76
竹典4GB DDR3 1333台式机内存1.35v低电压,52,58
竹典2GB DDR3 1600台式机内存1.5v低电压,43,48
竹典4GB DDR3 1600台式机内存1.5v低电压,52,58
竹典8GB DDR3 1600台式机内存1.35v低电压,79,88
科赋炎龙CRAS XR5 RGB DDR5 8000 32GB（2×16GB）,1999,1889
竹典2GB DDR3 1600台式机内存1.35v低电压,55,48
竹典4GB DDR3 1600台式机内存1.35v低电压,79,50
科赋炎龙CRAS XR5 RGB DDR5 6000 64GB（2×32GB）,1599,1459
科赋炎龙CRAS XR5 RGB DDR5 7000 32GB（2×16GB）,1099,899
科赋炎龙CRAS XR5 RGB DDR5 6200 32GB（2×16GB）,999,759
科赋炎龙CRAS XR5 RGB DDR5 6000 32GB（2×16GB）,899,679
科赋炎龙CRAS V RGB DDR5 7600 48GB（2×24GB）,1849,1499
科赋炎龙CRAS V RGB DDR5 8000 32GB（2×16GB）,2299,
科赋炎龙CRAS V RGB DDR5 6400 64GB（2×32GB）,1799,1499
科赋炎龙CRAS V RGB DDR5 7200 48GB（2×24GB）,1469,1199
科赋炎龙CRAS V RGB DDR5 6400 48GB（2×24GB）,1479,1149
科赋炎龙CRAS V RGB DDR5 6400 32GB（2×16GB）,999,799
科赋炎龙CRAS V RGB DDR5 6000 48GB（2×24GB）,1199,1049
科赋炎龙CRAS V RGB DDR5 6000 64GB（2×32GB）,1699,1399
来酷32GB DDR5 4800笔记本内存,609,469
科赋炎龙CRAS V RGB DDR5 6000 32GB（2×16GB）,899,739
来酷4GB DDR3L 1600笔记本内存低压版,55,39
来酷4GB DDR3 1600台式机内存,55,39
来酷32GB DDR5 4800台式机内存,609,479
来酷8GB DDR3 1600台式机内存,79,49
来酷4GB DDR4 2666台式机内存,69,48
来酷8GB DDR4 2666台式机内存,99,69
来酷16GB DDR5 4800台式机内存,285,199
来酷8GB DDR4 3200台式机内存,115,79
来酷32GB DDR4 3200台式机内存,455,299
来酷16GB DDR4 3200台式机内存,225,145
来酷8GB DDR4 3200笔记本内存,115,83
来酷16GB DDR4 3200笔记本内存,225,159
来酷32GB DDR4 3200笔记本内存,449,332
酷兽32GB DDR4 3200笔记本内存,429,279
来酷32GB DDR4 2666笔记本内存,189,137
来酷8GB DDR4 2666笔记本内存,99,74
酷兽16GB DDR4 3200笔记本内存,209,129
精粤16GB DDR4 3200马甲条,215,115
酷兽8GB DDR4 3200笔记本内存,109,75
博林克8GB DDR4 3200台式机马甲条,169,148
博林克4GB DDR4 3200台式机马甲条,299,
博林克16GB DDR4 3200台式机马甲条,339,258
博林克8GB DDR4 2666台式机马甲条,159,138
博林克4GB DDR4 2666台式机马甲条,99,68
博林克16GB DDR4 2666台式机马甲条,329,258
博林克8GB DDR4 2400台式机马甲条,159,138
