标题,参考价,京东价,京东链接,产品图片,产品参数
其它特点	可编程RGB额定电压：DC 5V 
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	9叶
轴承类型	Long Lifespan Sleeve Bearing
最高转数	1800RPM
转数描述	500-1800RPM"
be quiet! SHADOW WINGS 2 120mm PWM,109,,,https://2f.zol-img.com.cn/product/202_320x240/289/ceBZIiqzZznU.jpg,"散热器类型	风扇
散热方式	风冷
智能温控	支持智能温控
电源参数	12V，0.12A
输入功率	1.44W
使用寿命	80000小时
产品尺寸	120×120×25mm
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	Rifle
最高转数	1100RPM
最大风量	38.5CFM
风压	0.82mmaq
噪音	15.9dB
其它参数	线长：500mm
包装清单	散热器本机 x1"
九州风神冰立方500 骑士,299,279.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100043775655.html,https://2a.zol-img.com.cn/product/259_320x240/704/centVNnXO3Xco.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel Socket LGA 2066/2011-V3/2011/1700/12XX/115X AMD AM4/AM5
电源参数	12V,0.12A
输入功率	1.44W
产品尺寸	129*117*158mm
产品重量	1040g
风扇数量	2个
风扇尺寸	120×120×25mm
轴承类型	Fluid Dynamic Bearing
转数描述	500-1850±10%RPM
最大风量	68.99CFM
风压	2.19mmaq
噪音	≤31dB
热管数量	5个
散热片尺寸	127*110*157mm"
九州风神冰堡垒360青春版 白,399,,,https://2c.zol-img.com.cn/product/259_320x240/222/cekwpRcHUvMY.png,"产品型号	GP-G-LS720 SE WH
散热器类型	一体式水冷散热器
散热方式	水冷
适用范围	Intel Socket LGA 1700/1200/1150/1155 AMD AM4/AM5
发光方式	ARGB
产品重量	1659g
其它特点	LED接口： 3-pin(+5V-D-G)
风扇数量	3个
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	500-2250±10%RPM
最大风量	85.85CFM
风压	3.27mmaq
噪音	≤32.9dB
端子接口	4pin
额定电压	12V DC，0.25A"
先马XW360 II-PLUS,679,679.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100117900570.html,https://2a.zol-img.com.cn/product/270_320x240/942/ceFA0QSVuBI.jpg,"散热器类型	一体式水冷散热器
散热方式	水冷
适用范围	Intel：LGA 115X/1200/1700/2011/1851
USB接口	USB2.0
产品尺寸	397×120×27mm
其它特点	屏幕模块：
端子接口	FAN 4PIN
额定电压	12V DC
水冷排类型	360mm冷排
冷头尺寸	91.6×95.2×62.8mm
冷头材质	铝
噪音	≤30dB"
超频三GI-X6B V2 蓝光圈2011扣具版,99,79.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10054347073487.html,https://2d.zol-img.com.cn/product/221_320x240/483/cedoqF6giFSo.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA 2066/2011/1150/1151/1155/1156/775/1366/20XX/1200 AMD：FM2+/FM2/FM1/AM4/AM3+/AM3/AM2+/AM2
发光方式	单色光
产品尺寸	126*148*85mm
风扇尺寸	120*120*25mm
轴承类型	Hydroo Bearing
最高转数	1800RPM
转数描述	1000-1800RPM
最大风量	35-65CFM
噪音	8-26.5dB
额定功率	DC 12V 022-35A
热管数量	5个
热管材质	铜"
大水牛凌霜360ARGB,229,,,https://2b.zol-img.com.cn/product/270_320x240/477/ceWjsRmaP8HDA.jpg,"产品型号	凌霜360ARGB
产品尺寸	394x120x55mm
风扇数量	120x120x25
扇叶数量	9叶
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	800-1800±10%RPM
最大风量	46.5CFM
风压	1.28mmaq
端子接口	4pin
冷头尺寸	80x71x46mm
水冷排体积	394x120x27mm
水冷管长度	420mm
水泵	2800±10%
导热底座	铜"
超频三偃月240RGB水冷,339,,,https://2c.zol-img.com.cn/product/194_320x240/944/ceT5nGdLqhFa6.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
适用范围	Intel：LGA 775/115X/2011/1366/2066
发光方式	RGB
输入功率	350W
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	800-1800±10%RPMRPM
最大风量	54×3CFM
噪音	31±10%dB
其它参数	全新皓月RGB内光圈
水冷排类型	240mm冷排
水冷头	水冷头尺寸：62×64×40mm
水冷排体积	120×275×27mm
水泵	水泵轴承：石墨轴承
包装清单	散热器本机 x1"
几何未来龙鳞 2503B,89,69.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100114714513.html,https://2b.zol-img.com.cn/product/262_320x240/289/cehSrLdZSPPYM.jpg,"产品型号	龙鳞 2503B
散热器类型	机箱风扇
散热方式	风冷
发光方式	ARGB
产品尺寸	120×120×25mm
产品重量	240g
风扇尺寸	120×120×25mm
最高转数	2000RPM
最大风量	69.11CFM
风压	2.92mmaq
噪音	29dB
额定电压	12V"
actto BST-09,49,,,https://2e.zol-img.com.cn/product/204_320x240/450/ceagxnhbkRlZk.jpg,"散热器类型	笔记本散热器
产品尺寸	200×265×20mm
产品重量	320g
其它特点	18个档位调节"
coolleo B60T 标准版 V2,159,159.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10090135360155.html,https://2d.zol-img.com.cn/product/265_320x240/363/ceeMv3c3D1Ug2.jpg,"产品型号	B60T
散热器类型	intel 平台散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1200/1700 AMD：AM4/AM5
产品尺寸	125×137×157mm
风扇尺寸	120X120X25MMmm
最高转数	1650RPM
最大风量	70.8CFM
风压	2.03mmaq
噪音	28.6dB
端子接口	4PIN
热管数量	6个"
coolleo B60T 标准版 V2(+2011),163,163.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10090135360156.html,https://2d.zol-img.com.cn/product/265_320x240/363/ceeMv3c3D1Ug2.jpg,"产品型号	B60T
散热器类型	intel 平台散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1200/1700/2011 AMD：AM4/AM5
产品尺寸	125×137×157mm
风扇尺寸	120X120X25MMmm
最高转数	1650RPM
最大风量	70.8CFM
风压	2.03mmaq
噪音	28.6dB
端子接口	4PIN
热管数量	6个"
京天Fan2,29,,,https://2e.zol-img.com.cn/product/225_320x240/798/ce5EIdmegLyo.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	塑料
电源参数	12V
产品尺寸	120×120×12.5mm
产品重量	125g
风扇尺寸	120×120×12.5mm
扇叶数量	7叶
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	1200RPM
转数描述	±10%RPM
最大风量	41.55CFM
噪音	30.4dB
包装清单	风扇 x1
保修政策	全国联保，享受三包服务"
ID-COOLING ZF-12025-Piglet Pink,49,,,https://2a.zol-img.com.cn/product/205_320x240/998/ceMJCXztlFEVo.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（白灯）
电源参数	12V，0.32A
输入功率	3.84W
产品尺寸	120×25×120mm
风扇数量	1个
风扇尺寸	120×25×120mm
扇叶数量	9叶
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	900-2000RPM
最大风量	55.2CFM
风压	2.13mmaq
噪音	16.3-33.5dB
包装清单	风扇 x1
保修政策	全国联保，享受三包服务"
alseye CRAMWARGB 白色 内存条散热器双风扇 ARGB,169,,,https://2f.zol-img.com.cn/product/250_320x240/781/ceWTypE9mg1wo.jpg,"产品型号	C-RAM-W-ARGB
散热器类型	风冷散热器
散热方式	风冷
发光方式	ARGB
产品重量	240g
风扇尺寸	60*60*25mm
最高转数	1000RPM
噪音	20.1(A)±10%dB
散热片尺寸	157*64*102mm"
爱国者银河T3散热器套装,209,,,https://2b.zol-img.com.cn/product/225_320x240/175/ceF6Wl1tJ6Qo2.png,"散热器类型	风扇
散热方式	风冷
发光方式	RGB
电源参数	12V
风扇数量	3个
风扇尺寸	120×120×25mm
扇叶数量	5叶
轴承类型	流体动态轴承（FDB）
最高转数	2000RPM
转数描述	±10%RPM
最大风量	56.5CFM
风压	2.28mmaq
噪音	30dB
包装清单	风扇 x3
质保时间	5年
客服电话	025-8467-8026"
九州风神冰翼360,799,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100120180481.html,https://2f.zol-img.com.cn/product/270_320x240/221/ceAJNXQ9ZI02.jpg,"产品型号	GP-Z-LQ360
散热器类型	一体式水冷散热器，CPU散热器
散热方式	水冷
电源参数	12VDC，0.35A
产品尺寸	402x120x27mm
产品重量	1840g
风扇尺寸	120×120×25mm
轴承类型	Hydro Bearing
最高转数	2400RPM
转数描述	600~2400±10%RPM
最大风量	72.04CFM
风压	3.48mmaq
噪音	≤38.71dB
水冷排类型	360mm冷排
冷头材质	Aluminum
转速	3400±10%RPM"
几何未来龙鳞 2503W,287,69.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100114714489.html,https://2b.zol-img.com.cn/product/262_320x240/57/cezFHekmU5nj6.jpg,"产品型号	龙鳞 2503W
散热器类型	机箱风扇
散热方式	风冷
发光方式	ARGB
产品尺寸	120×120×25mm
产品重量	680g
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2000RPM
最大风量	69.11CFM
风压	2.92mmaq
噪音	29dB
额定电压	12"
actto NBS-09USB扩展,169,,,https://2d.zol-img.com.cn/product/225_320x240/149/ceaRd9GpJv0Y.jpg,"散热器类型	笔记本散热器
适用尺寸	适用于14寸及以下笔记本
USB接口	USB口，4个用于扩展
产品尺寸	296×280×50mm
产品重量	1065g
其它特点	可调节角度设计"
超频三G6 BK,219,,,https://2f.zol-img.com.cn/product/262_320x240/771/ceTZESp5rfpRU.jpg,"产品型号	G6 BK
散热器类型	风冷散热器
散热方式	风冷
发光方式	无光
产品尺寸	130×137×156mm
产品重量	920g
风扇数量	2个
风扇尺寸	130×130×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	400-1600±10%RPM
最大风量	76.85CFM
风压	2.46mmaq
热管数量	6热管"
Phanteks PH-F140HP,69,,,https://2a.zol-img.com.cn/product/200_320x240/170/ceE8BP4fw3PQY.jpg,"散热器类型	风扇
散热方式	风冷
电源参数	12V，0.14A
输入功率	1.8W
使用寿命	150000小时
产品尺寸	包装尺寸：200×190×33mm
其它特点	白色
风扇数量	1个
风扇尺寸	140×140×25mm
转数描述	600-1300±250RPM
最大风量	68.1CFM
风压	0.39-1.64mmaq
噪音	15.22-25dB
散热片材质	PBT工程塑胶
其它参数	电缆长度：220mm
包装清单	PH-F140HP风扇 x1"
赛普雷屠城 SP-290L,49,,,https://2b.zol-img.com.cn/product/226_320x240/461/ceNqVlY7Uneo2.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel
发光方式	无光
智能温控	支持智能温控
电源参数	12V
输入功率	1.55W
产品尺寸	105×58×127mm
产品重量	292g
风扇数量	1个
风扇尺寸	92×92×25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2000RPM
转数描述	2000±10％RPM
最大风量	59.54CFM
噪音	16.2dB"
海盗船ML140 PRO RGB（单颗装）,249,,,https://2d.zol-img.com.cn/product/199_320x240/313/ceajeBeK1XQ2Q.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	RGB
智能温控	支持智能温控
电源参数	0.225A
使用寿命	60000小时
风扇数量	1个
风扇尺寸	140×140×25mm
轴承类型	磁悬浮轴承（Magnetic Bearing）
转数描述	400-1200RPM
最大风量	55.4CFM
风压	1.27mmaq
噪音	20.4dB
包装清单	ML140 PRO RGB 风扇 x1
质保时间	5年"
酷冷至尊漩涡140（ARGB）,99,,,https://2c.zol-img.com.cn/product/225_320x240/636/cerqXdMBlO6MA.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	ARGB
电源参数	额定：12V，0.26A
输入功率	1.8WW
使用寿命	160000小时
产品重量	195g
风扇数量	1个
风扇尺寸	140×140×25mm
扇叶数量	7叶
轴承类型	Tifle
转数描述	650-1400±10%RPM
最大风量	67±10%CFM
风压	2.25±10%mmaq
噪音	10-27dB
包装清单	散热器本机 x1"
威刚VENTO PRO 120PWM,249,99.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10058596052313.html,https://2b.zol-img.com.cn/product/263_320x240/433/ceoToPlm3RM.jpg,"产品型号	VENTO PRO 120PWM
散热器类型	机箱风扇
散热方式	风冷
智能温控	支持智能温控
使用寿命	60000小时
产品尺寸	120×120×25mm
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	双滚珠轴承（Dual Ball Bearing）
转数描述	900-2150±10%RPM
最大风量	75CFM
风压	3.15mmaq
噪音	10-28dB
额定电压	12V"
powertrain（动力火车）Z400x 闪电Z-400X新升级高性能智能调速,49,,,https://2f.zol-img.com.cn/product/252_320x240/623/ce37R6EDc1XM.jpg,"产品型号	闪电Z-400x
散热器类型	Intel 平台散热器
散热方式	风冷
发光方式	RGB
主体材质	金属
产品重量	0.66kg
风扇尺寸	120*120*25mm
最高转数	1500RPM
噪音	33.8dB
端子接口	INTEL LGA1200，AMD FM2＋，INTEL LGA1700，AMD AM5
热管数量	4热管
散热片尺寸	148*75*120mm
其它参数	穿片工艺"
宝璋C3 单风扇无光版,49,,,https://2f.zol-img.com.cn/product/266_320x240/337/ceHKLDV22dDs.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	塑料
风扇数量	1个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 双风扇无光版,69,,,https://2b.zol-img.com.cn/product/266_320x240/339/cel9BdUC4WoLE.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	塑料
风扇数量	2个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 三风扇无光版,89,,,https://2d.zol-img.com.cn/product/266_320x240/347/cev2XEMn85cjY.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	塑料
风扇数量	3个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 单风扇红光版,59,,,https://2b.zol-img.com.cn/product/266_320x240/345/cem74TVaoEQY.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（红光）
主体材质	塑料
风扇数量	1个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 双风扇红光版,99,,,https://2f.zol-img.com.cn/product/266_320x240/415/ce8S8VaN1kcCY.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（红光）
主体材质	塑料
风扇数量	2个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 三风扇红光版,139,,,https://2e.zol-img.com.cn/product/266_320x240/354/ceXonK1Dx1M3w.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（红光）
主体材质	塑料
风扇数量	3个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 单风扇蓝光版,59,,,https://2c.zol-img.com.cn/product/266_320x240/382/cehYrbCUpyT5g.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（蓝光）
主体材质	塑料
风扇数量	1个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 单风扇绿光版,59,,,https://2b.zol-img.com.cn/product/266_320x240/417/ceEYOQ4ukwa8U.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（绿光）
主体材质	塑料
风扇数量	1个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 双风扇绿光版,99,,,https://2e.zol-img.com.cn/product/266_320x240/408/ceubCu3AyAgw2.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（绿光）
主体材质	塑料
风扇数量	2个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 三风扇绿光版,139,,,https://2b.zol-img.com.cn/product/266_320x240/423/celg7ljRkwe2.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（绿光）
主体材质	塑料
风扇数量	3个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 单风扇白光版,59,,,https://2f.zol-img.com.cn/product/266_320x240/427/cekWIOHG95i3M.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（白光）
主体材质	塑料
风扇数量	1个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 双风扇白光版,99,,,https://2a.zol-img.com.cn/product/266_320x240/374/ceSreeJxd79h6.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（白光）
主体材质	塑料
风扇数量	2个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C3 三风扇白光版,139,,,https://2a.zol-img.com.cn/product/266_320x240/386/ceZApLcyrLqaA.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（白光）
主体材质	塑料
风扇数量	3个
风扇尺寸	120*120*25mm
最高转数	2500RPM
包装清单	散热器本机 x1"
宝璋C4（蓝光版/双风扇）,79,,,https://2d.zol-img.com.cn/product/229_320x240/205/ce436JGppCYco.jpg,"产品型号	C4
散热器类型	风冷散热器
产品重量	0.8kg
风扇尺寸	80*80*25mm
额定电压	12v
散热片尺寸	160*80*25mm"
alphacool Eisbaer 360-30mm,1028,1028.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68661736346.html,https://2c.zol-img.com.cn/product/265_320x240/864/ce7ruLszHjuVc.png,"产品型号	Eisbaer
散热器类型	一体式水冷散热器
散热方式	水冷
风扇数量	3个
风扇尺寸	120x120x25mm
扇叶数量	7叶
转数描述	1700±10%RPM
最大风量	63.18CFM
风压	2.19mmaq
噪音	29dB
额定电压	12V
额定功率	0.18A
水冷排类型	360冷排
水泵	尺寸：51x48x9mm"
alphacool Eisbaer 280-30mm,928,428.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68986022010.html,https://2d.zol-img.com.cn/product/265_320x240/835/ce2Jlw1uYbrp2.png,"产品型号	Eisbaer
散热器类型	一体式水冷散热器
散热方式	水冷
风扇数量	2个
风扇尺寸	120x120x25mm
扇叶数量	7叶
转数描述	1700±10%RPM
最大风量	63.18CFM
风压	2.19mmaq
噪音	29dB
额定电压	12V
额定功率	0.18A
水冷排类型	280冷排
水泵	尺寸：51x48x9mm"
alphacool Eisbaer 240-30mm,869,869.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68661736348.html,https://2c.zol-img.com.cn/product/265_320x240/834/cevEAKXzdznW.png,"产品型号	Eisbaer
散热器类型	一体式水冷散热器
散热方式	水冷
风扇数量	2个
风扇尺寸	120x120x25mm
扇叶数量	7叶
转数描述	1700±10%RPM
最大风量	63.18CFM
风压	2.19mmaq
噪音	29dB
额定电压	12V
额定功率	0.18A
水冷排类型	240冷排
水泵	尺寸：51x48x9mm"
alphacool Eisbaer LT360-25mm,788,788.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68661736351.html,https://2e.zol-img.com.cn/product/265_320x240/836/cetrVLsSSjvM.png,"产品型号	Eisbaer
散热器类型	一体式水冷散热器
散热方式	水冷
产品尺寸	393x120x25mm
水冷排类型	360mm冷排
冷头尺寸	69x69x39mm
冷头材质	底板材质：紫铜
水泵	允许电压：7-13.5V DC"
alphacool Eisbaer LT240-25mm,669,669.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68661736352.html,https://2f.zol-img.com.cn/product/265_320x240/837/ceHgZd7sicHAA.png,"产品型号	Eisbaer
散热器类型	一体式水冷散热器
散热方式	水冷
产品尺寸	272x120x25mm
水冷排类型	240mm冷排
冷头尺寸	69x69x39mm
冷头材质	底板材质：紫铜
水泵	允许电压：7-13.5V DC"
alphacool Eisbaer LT120-25mm,619,619.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68661736353.html,https://2a.zol-img.com.cn/product/265_320x240/838/ceB98Iahftdiw.png,"产品型号	Eisbaer
